# Document parsed from: List_of_Business_Partners.xlsx

## Page 1

|#|BP Code|DSL Code|Old SAP Code|Group|District|BP Name|Tem Suspended|BP Type|Contact Person|Other Name|Price List|Route Code|Town|Adress|Federal Tax ID|
|702|ELCA10703|KDK143||100|Kandy|S.L.T.B. KANDY REGIONAL OFFICE|N|C|MR.AMARKOON||Wholesale Price||Kandy||409006671-7000|
|703|ELCA10704|GMG025||100|Gampaha|I.M.S TRADING (PVT) LTD|N|C|MR.W\.A.L GAMINI VALIVITA||Wholesale Price|R07 - Kadawatha|Ganemulla||114719080-7000|
|704|ELCA10705|TRK009||100|Trincomalee|THIVEYN AUTO MART|N|C|MR.N.M DISSANAYAKE||Wholesale Price||Kantale|||
|705|ELCA10706|MTM081||100|Matale|RANGIRI LANKA ENTERPRISES|N|C|MR.SIMNAS||Wholesale Price||Galewala|||
|706|ELCA10707|TRK016||100|Trincomalee|RANSIRI MOTORS|N|C|MR.NISSANKA||Wholesale Price||Kanthale|||
|707|ELCA10708|COA046||100|Colombo|THARINDU MOTORS|Y|C|MR.THARINDU||Wholesale Price|R02 - Nugegoda|Angoda|||
|708|ELCA10709|DSL002||100||DOUGLAS TRAVELS & TOURS (PVT) LIMITED|N|C|||Wholesale Price|||||
|709|ELCA10710|GMY001||100|Gampaha|M.A. AUTO HOUSE|Y|C|MR.H.P.P.A.KUMARA||Wholesale Price|R08 - Gampaha|YAKKALA|||
|710|ELCA10711|PNP036|PNP036|100|Polonnaruwa|SAARA AUTO SPARES|N|C|MR.M.F.M.SANOOS||Wholesale Price||Kaduruwela|||
|711|ELCA10712|APK033|APK033|100|Anuradhapura|INDIKA MOTOR TRADERS|Y|C|MR.INDIKA KUMARA||Wholesale Price||Kekirawa|||
|712|ELCA10713|PNP037|PNP037|100|Polonnaruwa|PABLO MOTOR HOUSE|N|C|MS.U.V.D.S.CHANDRAKANTHI||Wholesale Price||Polonnaruwa|||
|713|ELCA10714|KUD004|KUD004|100|Kurunegala|CHAMINDA MOTORS|N|C|MR.CHAMINDA HARSHA KUMARA||Wholesale Price||Dambadeniya|||
|714|ELCA10715|MTD013|MTD013|100|Matara|KASUN AUTO PARTS|N|C|MS.CHAMPIKA SUBHASHINI||Wholesale Price||Dickwella|||
|715|ELCA10716|APK034|APK034|100|Anuradhapura|DULSARA MOTORS|Y|C|MR.G.G.SHRIYANANDA||Wholesale Price||Kahatagasdigiliya|||
|716|ELCA10717|KUG025|KUG025|100|Kurunegala|WEERARATHNA CUSHION & MOTOR TR|N|C|MR.WEERARATHNE||Wholesale Price||Galgamuwa|||
|717|ELCA10718|KDR009||100|KANDY|DARSHANA TYRE HOUSE|Y|C|C K BANDARA||Wholesale Price||RIKILAGASKADA|||
|718|ELCA10719|PNM009||100|POLONARUWA|CHANDRA HARDWARE|N|C|S M S K SMARAKOON||Wholesale Price||MEDIRIGIRIYA|||
|719|ELCA10720|APA042||100|ANURADHAPURA|MAHINDA MOTORS|N|C|E M M T EKANAYAKE||Wholesale Price||ANURADHAPURA|||
|720|ELCA10721|APA041||100|ANURADHAPURA|LAKMINI MOTORS|N|C|AMILA PRADEEP SENARATHNA||Wholesale Price||ANURADHAPURA|||
|721|ELCA10722|||100|COLOMBO|MALINDA MAHOSHAKA|Y|C|MALINDA MAHOSHAKA||Wholesale Price|R01 - Colombo|COLOMBO 15|||
|722|ELCA10723|||100||KUSHIL PERERA|N|C|KUSHIL PERERA||Wholesale Price|||||
|723|ELCA10724|MLD010||100|MATALE|BEST LANKA AUTO PARTS|N|C|BUDDIKA||Wholesale Price||MIRIGONIYAWA|||
|724|ELCA10725|KUM025||100|KURUNAGALA|S.L.T.B. MAHO DEPOT|N|C|P D A N JAYATHILAKA||Wholesale Price||MAHO||409006671-7000|
|725|ELCA10726|||100|GAMPAHA|S.L.T.B.NITTABUWA DEPOT|N|C|BALASURIYA||Wholesale Price|R08 - Gampaha|NITTABUWA||409006671-7000|
|726|ELCA10727|APH004||100|ANURADHAPURA|S.L.T.B.HOROWUPATHANA DEPOT|N|C|B M ABEYWARDENA||Wholesale Price||KAHATAGASDIGILIYA||409006671-7000|
|727|ELCA10728|PNK020||100|POLONARUWA|S.L.T.B.POLONARUWA DEPOT|N|C|||Wholesale Price||KADURUWELA||409006671-7000|
|728|ELCA10729|HBT025||100|HAMBANTOTA|S.L.T.B.TANGALE DEPOT|N|C|AJITH ROHANA||Wholesale Price||TANGALLE||409006671-7000|
|729|ELCA10730|GLG078||100|GALLE|S.L.T.B.GALLE DEPOT|N|C|PADMALAL BANDARAGODA||Wholesale Price||GALLE||409006671-7000|
|730|ELCA10731|MTA011||100|MATARA|RATHNAYAKE TYRE CENTER|N|C|P S RATHNAYAKE||Wholesale Price||AKURESSA|||
|731|ELCA10732|APA043||100|Anuradhapura|RATHNAYAKE ENTERPRISES|N|C|ASHAN RATHNAYAKE||Wholesale Price||ANURADHAPURA|||
|732|ELCA10733|KLM032||100|KALUTHARA|S.L.T.B.MATHUGAMA DEPOT|Y|C|R A S PERERA||Wholesale Price||MATHUGAMA||409006671-7000|
|733|ELCA10734|KUK152||100|Kurunegala|NEW CHANDRIKA MOTORS|Y|C|KAVINDU DILSARA||Wholesale Price||KURUNAGALA|||
|734|ELCA10735|KLH004||100|Kalutara|S.L.T.B. HORANA DEPOT|Y|C|BANDULA PATHMAKUMRA||Wholesale Price||HORANA||409006671-7000|
|735|ELCA10736|||100|||N|C|||Wholesale Price|||||
|736|ELCA10737|KDD003||100|Kandy|BANDARA TRANSPORT SERVICE|N|C|J M W BANDARA JAYASURIYA||Wholesale Price||KENGALLA|||
|737|ELCA10738|APA044||100|Anuradhapura|S.L.T.B.ANURADHAPURA|N|C|SARATHCHANDRA||Wholesale Price||ANURADHAPURA||409006671-7000|
|738|ELCA10739|KGM021||100|KEGALLE|NISHANTHA MOTORS (PVT) LTD|Y|C|A G SAMAN THUSARA CHANDRA KUMARA||Wholesale Price||MAWANELLA|||
|739|ELCA10740|MGB007||100|Moneragala|S.L.T.B.BIBILE DEPOT|Y|C|B R R A P K GUNASEKARA||Wholesale Price||BIBILE||409006671-7000|
|740|ELCA10741|KLP037||100|Kalutara|S.L.T.B.KALUTHRA REGIONAL OFFICE|N|C|R N KARUNARATHNA||Wholesale Price|R04 - Panadura|PANADURA||409006671-7000|
|741|ELCA10742|MTM084||100|Matara|HATARASINGHE MOTORS|N|C|S N HATARASINGHE||Wholesale Price||MATARA|||
|742|ELCA10743|GLI005||100|Galle|WIJESEKARA MOTORS|N|C|BASURA DIAS WIRASEKARA||Wholesale Price||IMADUWA|||
|743|ELCA10744|C10412||100|Colombo|C S AUTO SUPPLY|N|C|CHAMARA SUDESH THEBUWANA||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|744|ELCA10745|||100|Colombo|ANURA THILAKASIRI H M|N|C|ANURA THILAKSIRI||Wholesale Price|R02 - Nugegoda|THALAWATHUGODA|||
|745|ELCA10746|PTP022||100|Puttalam|RISHAF SPARES CENTER|Y|C|MOHAMAMDU KIYAS||Wholesale Price||PUTTALAM|||
|746|ELCA10747|GMK287||100|Gampaha|S.L.T.B.KIRIDIWALA DEPOT|N|C|MR U P A R SMARANAYAKE||Wholesale Price|R08 - Gampaha|KIRINDIWELA||409006671-7000|
|747|ELCA10748|||100|Gampaha|M.P.C.LAKMAL|N|C|M.P.C.LAKMAL||Wholesale Price|||||
|748|ELCA10749|COK078||100|Colombo|S.L.T.B KESBEWA DEPOT|N|C|||Wholesale Price|R03 - Piliyandala|KESBEWA|Western|409006671-7000|
|749|ELCA10750|ELCA10750||100|Kurunegala|S.L.T.B.NIKAWARATIYA DEPOT|N|C|JAYANTHA PREMATHILAKE||Wholesale Price||NIKAWARATIYA||409006671-7000|
|750|ELCA10751|KUH005||100|Kurunegala|DHARANI SPARE PARTS CENTER|N|C|K A CHAMINDA PADMA KUMARA||Wholesale Price||HETTIPOLA|||
|751|ELCA10752|C03007||100|Colombo|TOKYO SUPERMIX (PVT) LTD|Y|C|JUDE PRASANNA||Wholesale Price|R04 - Panadura|COLOMBO 03||101177351-7000|
|752|ELCA10753|KLP038||100|Kalutara|SANDARU AUTO PARTS|N|C|SANDAMAL GAMAGE||Wholesale Price||MATHUGAMA|||
|753|ELCA10754|||100|Matara|ISURU SAMPATH JAYAWARDANA|Y|C|ISURU SAMPATH JAYAWARDANA||Wholesale Price||PAMBURANA|||
|754|ELCA10755|RPP001||100|Ratnapura|PATHIRANA MOTORS|N|C|DAMITH PADMA KUMARA||Wholesale Price||PELMADULLA|||
|755|ELCA10756|KDP028||100|Kandy|CHATHU MOTOR TRADERS|N|C|RASIKA KUMARA||Wholesale Price||POOJAPITIYA|||
|756|ELCA10757|RPR034||100|Ratnapura|ANURA TYRES (PVT) LTD|N|C|M P FERNANDO||Wholesale Price||RATHNAPURA|||
|757|ELCA10758|||100|Kandy|CHANAKA LAKSHAN|N|C|CHANAKA LAKSHAN||Wholesale Price||MEDAWALA|||
|758|ELCA10759|||100|Anuradhapura|LAL VIJAYANANDA|Y|C|LAL VIJAYANANDA||Wholesale Price||SALIYAWATHA|||
|759|ELCA10760|||100|Gampaha|ASOKA JAYAWEERA|Y|C|ASOKA JAYAWEERA||Wholesale Price||GANEMULLA|||
|760|ELCA10761|APA045||100|Anuradhapura|CHARITHA MOTORS|N|C|CHARITHA DISSANAYAKE||Wholesale Price||MAITHIPALA SENANAYAKE MW|||
|761|ELCA10762|PTM002||100|Puttalam|THILAKA MOTORS|N|C|W P THILAKASIRI||Wholesale Price||MAHEWEWA|||
|762|ELCA10763|COP078||100|Colombo|THUSHARA AUTO PARTS|N|C|THUSARA INDIKA||Wholesale Price|R02 - Nugegoda|MEEGODA|||
|763|ELCA10764|MGB008||100|Moneragala|SAMAGI AUTO SERVICE|Y|C|N M KAVINDA RASHMIKA||Wholesale Price||BUTTALA|||
|764|ELCA10765|BDW004||100|Badulla|OSAKA AUTO PARTS (PVT) LTD|N|C|OWNER||Wholesale Price||NUGATHALAWA|||
|765|ELCA10766|GLG079||100||I.S.K. SPARE PARTS|N|C|OWNER||Wholesale Price|||Southern||
|766|ELCA10767|AMD042||100|Ampara|NEW KUDAGAMA TRADE CENTER|N|C|OWNER||Wholesale Price||DEHIATTAKANDIYA|||
|767|ELCA10768|||100|||N|C|||Wholesale Price||||114606693-7000|
|768|ELCA10769|KGN001||100|Kegalle|NISHAN MOTORS|Y|C|OWNER||Wholesale Price||NELUNDENIYA,|||
|769|ELCA10770|||100||REATIL CUSTOMER|N|C|||Retail Price|||||
|770|ELCA10771|MTD002||100|Matale|MOHAN AUTO ELECTRICAL PARTS|N|C|OWNER||Wholesale Price||DAMBULLA|||
|771|ELCA10772|||100||RETAIL VAT CUSTOMER|N|C|||Retail Price|||||
|772|ELCA10773|||100||RETAIL CUSTOMER|N|C|||Retail Price|||||
|773|ELCA10774|||100|||N|C|||Wholesale Price|||||
|774|ELCA10775|COM109||100|Colombo|PRINSCO MOTOR HOUSE|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|HANWELLA|||
|775|ELCA10776|C10413||100|Colombo|ABEYWICKRAMA AUTO PARTS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10||101049760-7000|
|776|ELCA10777|C10413||100|Colombo|H.M.R.MOTOR SUPPLY|Y|C|OWNER||Wholesale Price|R01 - Colombo|PANCHIKAWATHA|||
|777|ELCA10778|GMK288||100|Gampaha|TANTRI TRAILERS & EQUIPMENT(PVT)LTD|N|C|OWNER||Wholesale Price|R05 - Kaduwela|KELANIYA||114213632-7000|
|778|ELCA10779|||100||WHOLE SALE CUSTOMER|N|C|||Wholesale Price|||||
|779|ELCA10780|GMG003||100|Gampaha|K.H.MOTORS|Y|C|OWNER||Wholesale Price|R08 - Gampaha|GAMPAHA|||
|780|ELCA10781|KLB009||100|Kalutara|P.N.C.TRADING|N|C|OWNER||Wholesale Price|OMA01|BANDARAGAMA|||
|781|ELCA10782|||100|Gampaha|AMILA NIROSHAN|Y|C|OWNER||Wholesale Price|R08 - Gampaha|MIRIGAMA|||
|782|ELCA10783|C10154||100|Colombo|NETHMINA AUTO ENTERPRISES|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|783|ELCA10784|GMB002||100|Gampaha|KAUSHALYA ENTERPRISES(PVT) LTD|N|C|OWNER||Wholesale Price|R05 - Kaduwela|BIYAGAMA|||
|784|ELCA10785|MTK001||100|Matara|LAL & R MOTORS|N|C|OWNER||Wholesale Price|OGL02|KABURUPITIYA|||
|785|ELCA10786|AMA046||100||D.M.A.MOTORS|N|C|OWNER||Wholesale Price|OAP06||North Central||
|786|ELCA10787|PTB002||100|Puttalam|DARSHANA MOTORS|Y|C|OWNER||Wholesale Price|OPT07|BANGADENIYA|||
|787|ELCA11303|KDW011||100|Kandy|M.A.MOTORS|N|C|OWNER||Wholesale Price|OKD04|WERAGANTHOTA|||
|788|ELCA11304|KGM022||100||AUTO BROTHER MOTORS(PVT)LTD|N|C|OWNER||Wholesale Price|OKD04||Sabaragamuwa||
|789|ELCA11305|C10414||100|Colombo|S.M.ENTERPRISES|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO10|||
|790|ELCA11306|C10415||100|Colombo|CHANOMA MOTOR HOUSE|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|791|ELCA11307|C10416||100|Colombo|TOYO MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|792|ELCA11308|COH042||100|Kalutara|PRABATH MOTORS|N|C|OWNER||Wholesale Price|CNU02|HORANA|||
|793|ELCA11309|C12002||100|Colombo|PALLIGODA IMPORTS & TRADING COMPANY(PVT)LTD|N|C|OWNER||Retail Price|R01 - Colombo|MALIGAWATHA|||
|794|ELCA11310|KUK153||100|Kurunegala|M.H.MOTORS|N|C|OWNER||Wholesale Price|OPL05|KURUNEGALA|||
|795|ELCA11311|RPE039||100|Ratnapura|RAMASINGHE MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|OGL02|EMBILIPITIYA|||
|796|ELCA11312|C10417||100|Colombo|NANDANA MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO10|||
|797|ELCA11313|CO8007||100|Colombo|T.D.S.MOTORS (CASH ONLY)|N|C|OWNER||Wholesale Price|R03 - Piliyandala|COLOMBO 08|||
|798|ELCA11314|KGD002||100|Kegalle|D.M.MOTORS (CASH ONLY)|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|DEHIOVITA|||
|799|ELCA11315|CON031||100|Colombo|NETHULI AUTO PARTS|Y|C|OWNER||Wholesale Price|R02 - Nugegoda|NUGEGODA|||
|800|ELCA11316|HBA017||100|Hambantota|NEHARA MOTORS|N|C|OWNER||Wholesale Price|OGL02|AGUNAKOLAPALASSA|||
|801|ELCA11317|||100|||N|C|||Wholesale Price|||||
|802|ELCA11318|||100|||N|C|||Wholesale Price|||||
|803|ELCA11319|||100||U.N.D.MOTORS|N|C|||Wholesale Price|||||
|804|ELCA11320|RPP002||100|Ratnapura|U.N.D.MOTORS|N|C|OWNER||Wholesale Price|ORP03|PALLEBEDDA|||
|805|ELCA11321|GMD013||100|Gampaha|SAMUDURA ENTERPRISES(CASH ONLY)|N|C|OWNER||Retail Price|R06 - Ruwanwella|DOMPE||651372992-7000|
|806|ELCA11322|COP079||100|Colombo|DHAMSIL MOTORS|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|PUWAKPITIYA|||
|807|ELCA11323|MTD014||100|Matara|S.W\.L.MOTORS (CASH ONLY)|N|C|OWNER||Wholesale Price|OGL02|DAYANDARA|||
|808|ELCA11324|GLO001||100|Galle|INDIKA MOTORS|N|C|OWNER||Wholesale Price|OGL02|THAWALAMA.|||
|809|ELCA11325|||100|||N|C|||Wholesale Price|||||
|810|ELCA11326|C10442||100|Colombo|SIDANTHA ENTERPRISES|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|811|ELCA11327|C10445||100|Colombo|NEW HASITHA MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|812|ELCA11328|C10446||100|Colombo|K\&S ENTERPRISES|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|813|ELCA11329|GMS041||100|Gampaha|RAVINDU ELECTRICAL|N|C|OWNER||Wholesale Price|R09 - Negombo|SEEDUWA|||
|814|ELCA11330|C10448||100|Colombo|S.K.MOTOR SUPPLY|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|815|ELCA11331|C10449||100|Colombo|IRUKA MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|816|ELCA11332|APA115||100|Anuradhapura|MAYURA MOTORS|N|C|OWNER||Wholesale Price|OAP06|ANURADHAPURA|||
|817|ELCA11333|C10442||100|Colombo|GOODWILL MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|818|ELCA11334|GMG082||100|Gampaha|SANJAYA MOTOR SUPPLY|N|C|OWNER||Wholesale Price|R08 - Gampaha|GAMPAHA|||
|819|ELCA11335|COP199||100|Colombo|BAVINDU ENTERPRISES|N|C|OWNER||Wholesale Price|R03 - Piliyandala|PILIYANDALA|||
|820|ELCA11336|C10450||100|Colombo|GAMPAHA AUTO ELECTRICAL|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|821|ELCA11337|TRK017||100|Trincomalee|A.S.N.HAMEED MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|OPL05|TRINCOMALEE|||
|822|ELCA11338|C10451||100|Colombo|PREMARATNE MOTOR STORES|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|823|ELCA11339|COP080||100|Gampaha|DINIDU MOTORS(CASH ONLY)|N|C|OWNER||Wholesale Price|R09 - Negombo|PAMUNUGAMA|||
|824|ELCA11340|C10455||100|Colombo|NILUKA MOTOR TRADERS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|825|ELCA11341|||100|||N|C|||Wholesale Price|||||
|826|ELCA11342|APA101||100|Anuradhapura|T.D.MOTOR TRADERS|N|C|OWNER||Wholesale Price|OAP06|ANURADHAPURA.|||
|827|ELCA11343|GMJ014||100|Gampaha|S.M.AUTO PART|N|C|OWNER||Wholesale Price|R09 - Negombo|JA-ELA|||
|828|ELCA11344|COM181||100|Colombo|T.A.N.ASANGA & COMPANY|N|C|OWNER||Wholesale Price|R02 - Nugegoda|MULLERIYAWA|||
|829|ELCA11345|KLM037||100|Kalutara|EXPRESS LANKA TOURS (PVT)LTD|N|C|OWNER||Wholesale Price|OMA01|MORONTHUDUWA|||
|830|ELCA11346|C10453||100|Colombo|H.M.AUTO TRADERS(PVT)LTD|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|831|ELCA11347|GMK332||100|Gampaha|S.L.T.B.KADAWATHA DEPOT|N|C|MANAGER||Wholesale Price|R07 - Kadawatha|KADAWATHA||409006671-7000|
|832|ELCA11348|KLK038||100|Kalutara|S.L.T.B.KALUTHARA DEPOT|Y|C|MANAGER||Wholesale Price|OMA01|NAGODA||409006671-7000|
|833|ELCA11349|JFK003||100|Jaffna|S.L.T.B.KARAINAGAR DEPOT|N|C|MANAGER||Wholesale Price|CTR05|JAFFNA||409006671-7000|
|834|ELCA11350|AMK011||100|Ampara|S.L.T.B.KALMUNAI DEPOT|N|C|MANAGER||Wholesale Price|OPL05|AMAPARA||409006671-7000|
|835|ELCA11351|C10391||100|Colombo|N.G.R.D.MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|PANCHIKAWATHA|||
|836|ELCA11352|APM012||100|Ampara|S.L.T.B.POTTUVIL DEPOT|N|C|MANAGER||Wholesale Price|CTR05|POTTUVIL|||
|837|ELCA11353|AMA068||100|Ampara|S.L.T.B.AKKARAIPATTU DEPOT|Y|C|MANAGER||Wholesale Price|CTR05|AKKARAIPATTU||409006671-7000|
|838|ELCA11354|C10455||100|Colombo|FEBEST AUTO PARTS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|839|ELCA11355|||100|||N|C|||Wholesale Price|||||
|840|ELCA11356|C14067||100|Colombo|SHALOM TRADERS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|841|ELCA11357|TRK036||100|Trincomalee|S.L.T.B.TRINCOMALEE DEPOT|Y|C|OWNER||Wholesale Price|OPL05|TRINCOMALEE||409006671-7000|
|842|ELCA11358|KLA029||100|Kalutara|S.L.T.B.ALUTHGAMA DEPOT|N|C|OWNER||Wholesale Price|OMA01|ALUTHGAMA||409006671-7000|
|843|ELCA11359|GMG085||100|Gampaha|S.L.T.B.GAMPAHA DEPOT|Y|C|MANAGER||Wholesale Price|R08 - Gampaha|YAKKALA||409006671-7000|
|844|ELCA11360|C10459||100|Colombo|CEYLON AUTO SPARES (PVT) LTD|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|845|ELCA11361|C10437||100|Colombo|H.M.R.MOTOR SUPPLY (PVT) LTD|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|846|ELCA11362|TRK037||100|Trincomalee|A.S.N.HAMEED MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|OPL05|TRINCOMALEE|||
|847|ELCA11363|GMJ057||100|Colombo|S.L.T.B.JA-ELA DEPOT|Y|C|MANAGER||Wholesale Price|R09 - Negombo|JA-ELA||409006671-7000|
|848|ELCA11364|APM041||100|Anuradhapura|THUSITHA MOTORS|Y|C|OWNER||Wholesale Price|OAP06|MAHO|||
|849|ELCA11365|C10461||100|Colombo|FAIZAR MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO|||
|850|ELCA11366|GMM127||100|Gampaha|NEW DILRUKSHIKA MOTOR TRADERS|N|C|OWNER||Wholesale Price|R10 - Pannala|MINUWANGODA|||
|851|ELCA11367|COH039||100|Colombo|ARUNDATHI MOTORS|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|AVISSAWELLA|||
|852|ELCA11368|CON084||100|Colombo|AUTO SHINE (PVT)LTD|Y|C|OWNER||Wholesale Price|R02 - Nugegoda|NUGEGODA|||
|853|ELCA11369|||100|||N|C|||Wholesale Price|||||
|854|ELCA11370|||100|||N|C|||Wholesale Price|||||
|855|ELCA11371|BDW004||100|Badulla|NEW VISHVA MOTORS|N|C|OWNER||Wholesale Price|ORP03|WELIMADA.|||
|856|ELCA11372|GLG064||100|Galle|S.L.T.B.GINTHOTA WORKSHOP|N|C|OWNER||Wholesale Price|OGL02|GINTHOTA||409006671-7000|
|857|ELCA11373|C10443||100|Colombo|DHANUSHKA MOTOR SUPPLIERS|N|C|OWNER||Wholesale Price|R01 - Colombo|PANCHIKAWATHA|||
|858|ELCA11374|C10462||100|Colombo|UDAYA HEAVY MACHINERY SPARES|N|C|OWNER||Wholesale Price|R01 - Colombo|PANCHIKAWATHA|||
|859|ELCA11375|BTV09||100|Batticaloa|S.L.T.B.VALACHCHENAI DEPOT|N|C|MANAGER||Wholesale Price|CTR05|VALAICHCHENAI||409006671-7000|
|860|ELCA11376|JFJ055||100|Jaffna|S.L.T.B.JAFFNA DEPOT|N|C|MANAGER||Wholesale Price||JAFFNA||409006671-7000|
|861|ELCA11377|C10214||100|Colombo|KEERTHI AUTO PARTS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|862|ELCA11378|GMK338||100|Gampaha|S.L.T.B.KELANIYA DEPOT|N|C|MANAGER||Wholesale Price|R05 - Kaduwela|KELANIYA||409006671-7000|
|863|ELCA11379|||100|Gampaha|KLN LANKA (PVT)LTD|N|C|||Wholesale Price|R09 - Negombo|KANDANA||114436968-7000|
|864|ELCA11380|C10226||100|Colombo|S.R.MOTOR HOUSE|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|865|ELCA11381|COK052||100|Colombo|MAYURA & SONS AUTO REPAIRS (PVT) LTD|N|C|OWNER||Wholesale Price|R05 - Kaduwela|KADUWELA|||
|866|ELCA11382|C10358||100|Gampaha|HELANS MOTOR SPARES(PVT)LTD|N|C|OWNER||Wholesale Price|R05 - Kaduwela|KELANIYA||103401844-7000|
|867|ELCA11383|||100||WHOLESALE CUSTOMER - NO221|N|C|||Wholesale Price|||||
|868|ELCA11384|||100||WHOLESALE CUSTOMER-NO273|N|C|||Wholesale Price|||||
|869|ELCA11385|||100||WHOLESALE VAT CUSTOMER-N0221|N|C|||Wholesale Price|||||
|870|ELCA11386|||100||WHOLESALE VAT CUSTOMER NO-273|N|C|||Wholesale Price|||||
|871|ELCA11387|GMP056||100|Gampaha|ESALA MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|PELIYAGODA|||
|872|ELCA11388|GMG088||100|Gampaha|M.D.ENTERPRISES|N|C|OWNER||Wholesale Price|R08 - Gampaha|GAMPAHA||109082031-7000|
|873|ELCA11389|C10466||100|Colombo|ABI MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 10|||
|874|ELCA11390|KGD002||100|Kegalle|UNIQUE MOTORS|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|DEHIOWITA|||
|875|ELCA11391|C14068||100|Colombo|RANJITH MOTORS|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 14|||
|876|ELCA11392|COH076||100|Gampaha|SATHUTA MOTOR ENGINEERING(PVT)LTD|N|C|OWNER||Wholesale Price|R06 - Ruwanwella|THITTAPATTARA|||
|877|ELCA11393|MTD030||100|Matara|KADUKARA MOTORS|N|C|OWNER||Wholesale Price|OGL02|DENIYAYA|||
|878|ELCA11394|C10465||100|Colombo|SAMAN MOTOR STORES|N|C|OWNER||Wholesale Price|CPA01|COLOMBO 10|||
|879|ELCA11395|GMK333||100|Gampaha|NANDA AGRICULTURE DEVELOPMENT HOLDINGS (PVT) LTD|N|C|OWNER||Wholesale Price|CGM05|KELANIYA|||
|880|ELCA11396|BTK026||100|Batticaloa|S.L.T.B.KALAWANCHIKUDY DEPOT|Y|C|MANAGER||Wholesale Price|CTR05|KALAWANCHIKUDY||409006671-7000|
|881|ELCA11397|||100|Gampaha|N.P.G.DHANUSHAKA SAMAN|N|C|OWNER||Wholesale Price||PATTIVILA|||
|882|ELCA11398|HBH022||100|Hambantota|KEKULI MOTORS|N|C|OWNER||Wholesale Price|OGL02|HUNGAMA|||
|883|ELCA11399|TRT039||100|Trincomalee|MAWANELLA MOTORS|N|C|OWNER||Wholesale Price|OPL05|CHINABAY|||
|884|ELCA11400|GMR045||100|Gampaha|MOTOR COM.LK|N|C|OWNER||Wholesale Price|CGM05|RAGAMA|||
|885|ELCA11401|GLE022||100|Galle|NEW SAMAGI MOTORS|N|C|OWNER||Wholesale Price|OGL02|ELPITIYA|||
|886|ELCA11402|KLM020||100|Kalutara|JAGATH INVESTMENTS (PVT) LTD|N|C|OWNER||Wholesale Price|OMA01|MATHUGAMA||114289116-7000|
|887|ELCA11403|||100||RETAIL CUSTOMER 221|N|C|||Retail Price|||||
|888|ELCA11404|||100||RETAIL CUSTOMER 273|N|C|||Retail Price|||||
|889|ELCA11405|TRM012||100|Trincomalee|S.L.T.B.MUTHUR DEPOT|Y|C|OWNER||Wholesale Price|OPL05|MUTHUR||409006671-7000|
|890|ELCA11406|||100|Kegalle|DEEPTHA SAMARSINGHE|N|C|OWNER||Wholesale Price||MAWANELLA|||
|891|ELCA11407|WHOC109||100|Matale|WHOLESALE CUSTOMER 109|N|C|OWNER||Wholesale Price|OPL05|DAMBULLA|||
|892|ELCA11408|GMK241||100|Kurunegala|SRIYA MOTOR STORES|N|C|OWNER||Wholesale Price|OPL05|KOTADENIYAWA|||
